StudyID,ES_ID,prg_out,Cn_aid_prg_typ,typ_out,Cn_aid_EGM_typ,Co02_macro.1,Cn_Assign_anl_re,g_yi_f,g_vi,z_pofo_int_eSS,z_pofo_co_eSS
113,327829,01 Promise program_B00 Enrollment,01 Promise program,Neither Need nor Merit-Based_B00 Enrollment,Neither Need nor Merit-Based,B00 Enrollment,01 NonRandom QED TOT,0.0357553108519052,2.89e-4,5252,6591
113,327830,01 Promise program_B00 Enrollment,01 Promise program,Neither Need nor Merit-Based_B00 Enrollment,Neither Need nor Merit-Based,B00 Enrollment,01 NonRandom QED TOT,0.0199987331883538,2.25e-4,5252,6591
113,327831,01 Promise program_D01 Persistence,01 Promise program,Neither Need nor Merit-Based_D01 Persistence,Neither Need nor Merit-Based,D01 Persistence,01 NonRandom QED TOT,0.0333307988003211,4e-4,4375,5491
113,327832,01 Promise program_B00 Enrollment,01 Promise program,Neither Need nor Merit-Based_B00 Enrollment,Neither Need nor Merit-Based,B00 Enrollment,01 NonRandom QED TOT,0.04969382186197,3.24e-4,5252,6591
79,327836,07 Student performance-based financial incentives_B00 Enrollment,07 Student performance-based financial incentives,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RCT ITT,0.22303971598375,0.0640846790505272,264,3281
79,327837,07 Student performance-based financial incentives_D01 Persistence,07 Student performance-based financial incentives,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,0.19145524870087,0.0640556943366714,264,3281
79,327838,07 Student performance-based financial incentives_D01 Persistence,07 Student performance-based financial incentives,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,0.0774531962573596,0.0639875611772681,264,3281
79,327839,07 Student performance-based financial incentives_B00 Enrollment,07 Student performance-based financial incentives,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RCT ITT,0.211218957899825,0.0630910674864849,273,3281
79,327840,07 Student performance-based financial incentives_D01 Persistence,07 Student performance-based financial incentives,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,0.324488062866007,0.0632268285966211,273,3281
79,327841,07 Student performance-based financial incentives_D01 Persistence,07 Student performance-based financial incentives,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,0.133750261876014,0.0630310366788252,273,3281
79,327842,07 Student performance-based financial incentives_B00 Enrollment,07 Student performance-based financial incentives,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RCT ITT,0.284983868391418,0.06285695077078,276,3281
79,327843,07 Student performance-based financial incentives_D01 Persistence,07 Student performance-based financial incentives,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,0.209120754824236,0.0627726651008789,276,3281
79,327844,07 Student performance-based financial incentives_D01 Persistence,07 Student performance-based financial incentives,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,0.0813676220261767,0.0626888276330597,276,3281
79,327845,07 Student performance-based financial incentives_B00 Enrollment,07 Student performance-based financial incentives,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RCT ITT,0.297992053671314,0.0628739764700426,276,3281
79,327847,07 Student performance-based financial incentives_D01 Persistence,07 Student performance-based financial incentives,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,0.146177089405677,0.0627222309554444,276,3281
79,327848,07 Student performance-based financial incentives_D01 Persistence,07 Student performance-based financial incentives,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,0.184834364444565,0.0627511071672312,276,3281
79,327849,07 Student performance-based financial incentives_B00 Enrollment,07 Student performance-based financial incentives,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RCT ITT,0.338407024025522,0.063353874224608,272,3281
79,327850,07 Student performance-based financial incentives_D01 Persistence,07 Student performance-based financial incentives,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,0.162858403524288,0.0631571798649661,272,3281
79,327851,07 Student performance-based financial incentives_D01 Persistence,07 Student performance-based financial incentives,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,0.027917104755911,0.0630990785024533,272,3281
2627,327873,09 State aid_F00 Labor market,09 State aid,Merit-based only_F00 Labor market,Merit-based only,F00 Labor market,RDD ITT,0.02751458759919,5.184e-5,9149,27448
113,327874,01 Promise program_B00 Enrollment,01 Promise program,Neither Need nor Merit-Based_B00 Enrollment,Neither Need nor Merit-Based,B00 Enrollment,01 NonRandom QED TOT,0.0333312219805897,2.89e-4,5252,6591
113,327875,01 Promise program_B00 Enrollment,01 Promise program,Neither Need nor Merit-Based_B00 Enrollment,Neither Need nor Merit-Based,B00 Enrollment,01 NonRandom QED TOT,0.0254529331488139,1.44e-4,5252,6591
6854,327893,09 State aid_E00 Degree completion,09 State aid,Merit-based only_E00 Degree completion,Merit-based only,E00 Degree completion,01 NonRandom QED TOT,-0.140008960103162,0.017161,1985,2977
6854,327894,09 State aid_E00 Degree completion,09 State aid,Merit-based only_E00 Degree completion,Merit-based only,E00 Degree completion,01 NonRandom QED TOT,-0.236379310714837,0.01062961,2014,3020
2505,327902,05 Federal targeted aid_F00 Labor market,05 Federal targeted aid,01 Need-based only_F00 Labor market,01 Need-based only,F00 Labor market,DND ITT,0.0233269169314397,2.31286776125603e-4,5434,21164
2505,327903,05 Federal targeted aid_F00 Labor market,05 Federal targeted aid,01 Need-based only_F00 Labor market,01 Need-based only,F00 Labor market,DND ITT,0.00545439163639444,1.21e-4,5434,21164
23,327915,09 State aid_E00 Degree completion,09 State aid,Both Need and Merit-Based_E00 Degree completion,Both Need and Merit-Based,E00 Degree completion,RDD ITT,0.0266654370891803,7.29e-4,8134,8134
23,327916,09 State aid_B00 Enrollment,09 State aid,Both Need and Merit-Based_B00 Enrollment,Both Need and Merit-Based,B00 Enrollment,RDD ITT,-0.00181811706734841,1.44e-4,10531,10531
23,327917,09 State aid_B00 Enrollment,09 State aid,Both Need and Merit-Based_B00 Enrollment,Both Need and Merit-Based,B00 Enrollment,RDD ITT,-0.02302948285308,1.44e-4,10531,10531
23,327918,09 State aid_B00 Enrollment,09 State aid,Both Need and Merit-Based_B00 Enrollment,Both Need and Merit-Based,B00 Enrollment,RDD ITT,0.00787856300828303,0.0729,13140,13140
23,327919,09 State aid_F00 Labor market,09 State aid,Both Need and Merit-Based_F00 Labor market,Both Need and Merit-Based,F00 Labor market,RDD ITT,0.0300799544164136,1.96312317294575e-4,10189,10189
23,327921,09 State aid_E00 Degree completion,09 State aid,Both Need and Merit-Based_E00 Degree completion,Both Need and Merit-Based,E00 Degree completion,RDD ITT,-0.032111028919652,0.001764,1184,1184
23,327922,09 State aid_B00 Enrollment,09 State aid,Both Need and Merit-Based_B00 Enrollment,Both Need and Merit-Based,B00 Enrollment,RDD ITT,0,4.9e-5,13649,13649
23,327923,09 State aid_B00 Enrollment,09 State aid,Both Need and Merit-Based_B00 Enrollment,Both Need and Merit-Based,B00 Enrollment,RDD ITT,-0.00363612270589014,5.29e-4,5661,5661
23,327924,09 State aid_B00 Enrollment,09 State aid,Both Need and Merit-Based_B00 Enrollment,Both Need and Merit-Based,B00 Enrollment,RDD ITT,-0.0412054392489998,0.001024,2314,2314
23,327925,09 State aid_F00 Labor market,09 State aid,Both Need and Merit-Based_F00 Labor market,Both Need and Merit-Based,F00 Labor market,RDD ITT,-8.53946531886583e-4,2.20592310407122e-5,90665,90665
23,327926,09 State aid_F00 Labor market,09 State aid,Both Need and Merit-Based_F00 Labor market,Both Need and Merit-Based,F00 Labor market,RDD ITT,-0.558785241499046,0.574564,79456,79456
7292,327933,09 State aid_E00 Degree completion,09 State aid,Merit-based only_E00 Degree completion,Merit-based only,E00 Degree completion,DND ITT,-0.0212104981253348,5.29e-4,4902,4902
7292,327934,09 State aid_E00 Degree completion,09 State aid,Merit-based only_E00 Degree completion,Merit-based only,E00 Degree completion,DND ITT,-0.0169683985002678,9e-4,4902,4902
7292,327935,09 State aid_E00 Degree completion,09 State aid,Merit-based only_E00 Degree completion,Merit-based only,E00 Degree completion,DND ITT,-0.0181804269645727,0.001296,4902,4902
7292,327936,09 State aid_E00 Degree completion,09 State aid,Merit-based only_E00 Degree completion,Merit-based only,E00 Degree completion,DND ITT,-0.00848419925013391,0.001521,4902,4902
8555,327941,02 Institutional aid_E00 Degree completion,02 Institutional aid,01 Need-based only_E00 Degree completion,01 Need-based only,E00 Degree completion,RCT ITT,0.53991982520558,0.0536168341483592,806,695
8555,327942,02 Institutional aid_E00 Degree completion,02 Institutional aid,01 Need-based only_E00 Degree completion,01 Need-based only,E00 Degree completion,RCT ITT,0.0112134779621559,0.0517653206810154,806,695
8555,327946,02 Institutional aid_D00 Credit accumulation,02 Institutional aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.13070474551266,0.0518764820410569,806,695
8555,327947,02 Institutional aid_D00 Credit accumulation,02 Institutional aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.0696529861282223,0.0517967759882008,806,695
8555,327948,02 Institutional aid_D00 Credit accumulation,02 Institutional aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.0112134779621561,0.0517653206810154,806,695
8555,327949,02 Institutional aid_D00 Credit accumulation,02 Institutional aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.0112134779621561,0.0517653206810154,806,695
8555,327950,02 Institutional aid_D00 Credit accumulation,02 Institutional aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.0112134779621561,0.0517653206810154,806,695
8555,327951,02 Institutional aid_D00 Credit accumulation,02 Institutional aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.0112134779621561,0.0517653206810154,806,695
8555,327952,02 Institutional aid_D00 Credit accumulation,02 Institutional aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.334521610857309,0.0524854448554672,806,695
8555,327953,02 Institutional aid_D00 Credit accumulation,02 Institutional aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.332630772875521,0.0524774043354916,806,695
8555,327954,02 Institutional aid_D00 Credit accumulation,02 Institutional aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.384225760464756,0.0527125731683109,806,695
8555,327955,02 Institutional aid_D00 Credit accumulation,02 Institutional aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.253044048348762,0.0521792621616266,806,695
8555,327956,02 Institutional aid_D00 Credit accumulation,02 Institutional aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.0937133612978926,0.051822481905447,806,695
8555,327957,02 Institutional aid_D00 Credit accumulation,02 Institutional aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.0112134779621561,0.0517653206810154,806,695
8555,327963,02 Institutional aid_D01 Persistence,02 Institutional aid,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,0.290552883495465,0.0523099371330877,806,695
8669,327984,09 State aid_F00 Labor market,09 State aid,01 Need-based only_F00 Labor market,01 Need-based only,F00 Labor market,RDD ITT,0.00368030311008257,8.76233727110891e-4,2282,2283
8669,327985,09 State aid_F00 Labor market,09 State aid,01 Need-based only_F00 Labor market,01 Need-based only,F00 Labor market,RDD ITT,0.0315550821902367,0.00118078449279989,1694,1694
8669,327986,09 State aid_F00 Labor market,09 State aid,01 Need-based only_F00 Labor market,01 Need-based only,F00 Labor market,RDD ITT,0.0518475945070568,0.00205197132642466,975,975
4270,328028,05 Federal targeted aid_C00 College academic achievement,05 Federal targeted aid,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,01 NonRandom QED TOT,0.343857013605754,0.0332059730698702,1265,3600
4270,328029,05 Federal targeted aid_D01 Persistence,05 Federal targeted aid,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,01 NonRandom QED TOT,0.00242386852432608,9e-6,1265,3600
4270,328034,05 Federal targeted aid_C00 College academic achievement,05 Federal targeted aid,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,01 NonRandom QED TOT,0.533365647020023,0.0908549651470359,335,220
8555,328038,02 Institutional aid_D00 Credit accumulation,02 Institutional aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.350344692562066,0.0525544586546943,806,695
8555,328039,02 Institutional aid_D00 Credit accumulation,02 Institutional aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.0932732390896789,0.051821944972698,806,695
74,328043,05 Federal targeted aid_B00 Enrollment,05 Federal targeted aid,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RDD ITT,0.0121196312997382,5.76e-4,2876,2877
74,328044,05 Federal targeted aid_B00 Enrollment,05 Federal targeted aid,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RDD ITT,-0.00969570503979058,4e-4,2876,2877
74,328045,05 Federal targeted aid_C00 College academic achievement,05 Federal targeted aid,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,RDD ITT,0.0369648754642016,0.003136,2876,2877
74,328046,05 Federal targeted aid_D00 Credit accumulation,05 Federal targeted aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RDD ITT,0.290871151193718,0.312481,2876,2877
74,328047,05 Federal targeted aid_B00 Enrollment,05 Federal targeted aid,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RDD ITT,0.0448426358090315,6.76e-4,2876,2877
74,328048,05 Federal targeted aid_B00 Enrollment,05 Federal targeted aid,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RDD ITT,0.0266631888594242,6.25e-4,2876,2877
74,328049,05 Federal targeted aid_C00 College academic achievement,05 Federal targeted aid,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,RDD ITT,0.0448426358090315,0.002809,2876,2877
74,328050,05 Federal targeted aid_B00 Enrollment,05 Federal targeted aid,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RDD ITT,0.00242392625994767,4.84e-4,2876,2877
74,328051,05 Federal targeted aid_D00 Credit accumulation,05 Federal targeted aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RDD ITT,0.753235085278732,1.129969,2876,2877
74,328052,05 Federal targeted aid_D00 Credit accumulation,05 Federal targeted aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RDD ITT,1.05501390464221,1.800964,2876,2877
74,328053,05 Federal targeted aid_C00 College academic achievement,05 Federal targeted aid,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,RDD ITT,0.0509024514589006,0.002704,2876,2877
74,328054,05 Federal targeted aid_D01 Persistence,05 Federal targeted aid,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RDD ITT,0.0157555206896597,4.41e-4,2876,2877
7911,328060,05 Federal targeted aid_E00 Degree completion,05 Federal targeted aid,01 Need-based only_E00 Degree completion,01 Need-based only,E00 Degree completion,RDD ITT,0.37574614007178,0.1764,12323,12323
7911,328085,05 Federal targeted aid_B00 Enrollment,05 Federal targeted aid,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RDD ITT,0.00142419907930439,1.1236e-4,12323,12323
7911,328086,05 Federal targeted aid_B00 Enrollment,05 Federal targeted aid,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RDD ITT,0.00114541968505751,7.4529e-6,12323,12323
7911,328087,05 Federal targeted aid_B00 Enrollment,05 Federal targeted aid,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RDD ITT,-0.00612102583020157,1.2769e-4,12323,12323
7911,328088,05 Federal targeted aid_B00 Enrollment,05 Federal targeted aid,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RDD ITT,0.00165449510063864,2.0043529e-5,12323,12323
7911,328089,05 Federal targeted aid_B00 Enrollment,05 Federal targeted aid,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RDD ITT,3.00596912057391e-4,7.225e-5,12323,12323
7911,328090,05 Federal targeted aid_B00 Enrollment,05 Federal targeted aid,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RDD ITT,9.99969566320041e-4,2.4336e-6,12323,12323
8,328094,02 Institutional aid_B00 Enrollment,02 Institutional aid,Both Need and Merit-Based_B00 Enrollment,Both Need and Merit-Based,B00 Enrollment,RCT ITT,0.018179356633258,2.5e-5,2771,2771
8,328095,02 Institutional aid_B00 Enrollment,02 Institutional aid,Both Need and Merit-Based_B00 Enrollment,Both Need and Merit-Based,B00 Enrollment,RCT ITT,0.0569619841175416,6.4e-5,2771,2771
8,328096,02 Institutional aid_B00 Enrollment,02 Institutional aid,Both Need and Merit-Based_B00 Enrollment,Both Need and Merit-Based,B00 Enrollment,RCT ITT,-0.0309049062765385,4.9e-5,2771,2771
8555,328105,02 Institutional aid_B00 Enrollment,02 Institutional aid,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RCT ITT,0.612404559334128,0.0541345281192683,806,695
8555,328107,02 Institutional aid_D01 Persistence,02 Institutional aid,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,0.466971862779028,0.053157258706439,806,695
8555,328108,02 Institutional aid_D01 Persistence,02 Institutional aid,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,0.511789090272595,0.0534322182054279,806,695
8555,328109,02 Institutional aid_D01 Persistence,02 Institutional aid,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,0.336700843743274,0.0524947664894269,806,695
8555,328110,02 Institutional aid_D01 Persistence,02 Institutional aid,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,0.203188227376271,0.0520329558872781,806,695
8555,328111,02 Institutional aid_D01 Persistence,02 Institutional aid,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,0.0292846022363354,0.0517703558829316,806,695
8,328112,02 Institutional aid_B00 Enrollment,02 Institutional aid,Both Need and Merit-Based_B00 Enrollment,Both Need and Merit-Based,B00 Enrollment,RCT ITT,0.0399945845931676,6.4e-5,2771,2771
7292,328132,09 State aid_D00 Credit accumulation,09 State aid,Merit-based only_D00 Credit accumulation,Merit-based only,D00 Credit accumulation,DND ITT,-0.00685268369454122,4.07999130929917e-4,4902,4902
7292,328133,09 State aid_D00 Credit accumulation,09 State aid,Merit-based only_D00 Credit accumulation,Merit-based only,D00 Credit accumulation,DND ITT,-0.00436132877411181,4.07997706098974e-4,4902,4902
7292,328134,09 State aid_D00 Credit accumulation,09 State aid,Merit-based only_D00 Credit accumulation,Merit-based only,D00 Credit accumulation,DND ITT,-0.00126094572108998,4.07996817114653e-4,4902,4902
7292,328135,09 State aid_D00 Credit accumulation,09 State aid,Merit-based only_D00 Credit accumulation,Merit-based only,D00 Credit accumulation,DND ITT,1.48267905127877e-4,4.07996737147255e-4,4902,4902
7292,328136,09 State aid_D00 Credit accumulation,09 State aid,Merit-based only_D00 Credit accumulation,Merit-based only,D00 Credit accumulation,DND ITT,0.00184442218120551,4.07996909521276e-4,4902,4902
7292,328137,09 State aid_D00 Credit accumulation,09 State aid,Merit-based only_D00 Credit accumulation,Merit-based only,D00 Credit accumulation,DND ITT,0.00375866481714173,4.07997456525969e-4,4902,4902
8076,328139,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,Merit-based only_D00 Credit accumulation,Merit-based only,D00 Credit accumulation,RCT ITT,0.0759722099518478,0.00759412783289265,390,199
90,328152,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,1.44477548689542,0.00556140901344721,674,401
35,328153,09 State aid_B00 Enrollment,09 State aid,Merit-based only_B00 Enrollment,Merit-based only,B00 Enrollment,RDD ITT,0.036767363939137,0.00673732483152285,44076,44076
35,328154,09 State aid_B00 Enrollment,09 State aid,Merit-based only_B00 Enrollment,Merit-based only,B00 Enrollment,RDD ITT,0.00767670236091874,0.00673623379620004,44076,44076
35,328155,09 State aid_B00 Enrollment,09 State aid,Merit-based only_B00 Enrollment,Merit-based only,B00 Enrollment,RDD ITT,0.00101009241591038,0.00673618446659011,44076,44076
35,328156,09 State aid_D01 Persistence,09 State aid,Merit-based only_D01 Persistence,Merit-based only,D01 Persistence,RDD ITT,-0.00989890567592149,0.00673626518758191,44076,44076
35,328158,09 State aid_E00 Degree completion,09 State aid,Merit-based only_E00 Degree completion,Merit-based only,E00 Degree completion,RDD ITT,-0.00565651752909797,0.00673620998195069,44076,44076
35,328159,09 State aid_E00 Degree completion,09 State aid,Merit-based only_E00 Degree completion,Merit-based only,E00 Degree completion,RDD ITT,-0.0135352383731988,0.00673633662949189,44076,44076
35,328160,09 State aid_E00 Degree completion,09 State aid,Merit-based only_E00 Degree completion,Merit-based only,E00 Degree completion,RDD ITT,-0.0147473492722912,0.00673636539160537,44076,44076
31,328162,09 State aid_B00 Enrollment,09 State aid,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RDD ITT,0.0193918358537469,5.29e-4,3458,3459
31,328163,09 State aid_B00 Enrollment,09 State aid,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RDD ITT,0.0193918358537469,3.61e-4,3458,3459
31,328165,09 State aid_B00 Enrollment,09 State aid,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RDD ITT,0,1.69e-4,3458,3459
31,328166,09 State aid_B00 Enrollment,09 State aid,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RDD ITT,6.05994870429619e-4,4.84e-4,3458,3459
31,328168,09 State aid_B00 Enrollment,09 State aid,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RDD ITT,0.0151498717607398,3.61e-4,3458,3459
31,328169,09 State aid_D01 Persistence,09 State aid,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RDD ITT,0.0260577794284725,5.76e-4,3458,3459
31,328170,09 State aid_D01 Persistence,09 State aid,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RDD ITT,0.016361861501599,5.29e-4,3458,3459
31,328171,09 State aid_D00 Credit accumulation,09 State aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RDD ITT,0.0151885402889949,4.79993554325424e-4,3458,3459
31,328172,09 State aid_D00 Credit accumulation,09 State aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RDD ITT,0.0271061216628736,4.68464282005875e-4,3458,3459
31,328173,09 State aid_D00 Credit accumulation,09 State aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RDD ITT,0.0326394372030044,4.56922471082439e-4,3458,3459
31,328174,09 State aid_D00 Credit accumulation,09 State aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RDD ITT,0.0320738379249976,4.51136971338781e-4,3458,3459
31,328175,09 State aid_D00 Credit accumulation,09 State aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RDD ITT,0.0270986786585794,4.45332837005525e-4,3458,3459
31,328176,09 State aid_E00 Degree completion,09 State aid,01 Need-based only_E00 Degree completion,01 Need-based only,E00 Degree completion,RDD ITT,6.05994870429619e-4,1.44e-4,3458,3459
31,328177,09 State aid_E00 Degree completion,09 State aid,01 Need-based only_E00 Degree completion,01 Need-based only,E00 Degree completion,RDD ITT,0.00424196409300717,2.56e-4,3458,3459
31,328178,09 State aid_E00 Degree completion,09 State aid,01 Need-based only_E00 Degree completion,01 Need-based only,E00 Degree completion,RDD ITT,-0.00181798461128877,2.56e-4,3458,3459
31,328179,09 State aid_E00 Degree completion,09 State aid,01 Need-based only_E00 Degree completion,01 Need-based only,E00 Degree completion,RDD ITT,0.0024239794817184,1.44e-4,3458,3459
31,328180,09 State aid_E00 Degree completion,09 State aid,01 Need-based only_E00 Degree completion,01 Need-based only,E00 Degree completion,RDD ITT,0.0193918358537469,3.24e-4,3458,3459
31,328181,09 State aid_E00 Degree completion,09 State aid,01 Need-based only_E00 Degree completion,01 Need-based only,E00 Degree completion,RDD ITT,0.0278757640397613,4e-4,3458,3459
31,328182,09 State aid_E00 Degree completion,09 State aid,01 Need-based only_E00 Degree completion,01 Need-based only,E00 Degree completion,RDD ITT,0.0315117332623388,4.41e-4,3458,3459
2882,328197,02 Institutional aid_E00 Degree completion,02 Institutional aid,Merit-based only_E00 Degree completion,Merit-based only,E00 Degree completion,01 NonRandom QED TOT,-0.0244720899345344,0.12720580030726,298,78
2882,328198,02 Institutional aid_D01 Persistence,02 Institutional aid,Merit-based only_D01 Persistence,Merit-based only,D01 Persistence,01 NonRandom QED TOT,-0.551376200447034,0.130628282168341,298,78
2882,328200,02 Institutional aid_C00 College academic achievement,02 Institutional aid,Merit-based only_C00 College academic achievement,Merit-based only,C00 College academic achievement,01 NonRandom QED TOT,0.0194460605262277,0.0161782726847158,298,78
2882,328202,02 Institutional aid_C00 College academic achievement,02 Institutional aid,Merit-based only_C00 College academic achievement,Merit-based only,C00 College academic achievement,01 NonRandom QED TOT,-0.00782508581386829,0.0161808810350027,298,78
10016,328209,02 Institutional aid_E00 Degree completion,02 Institutional aid,Both Need and Merit-Based_E00 Degree completion,Both Need and Merit-Based,E00 Degree completion,RCT ITT,0.340610571610858,0.027207353815192,2197,3786
10017,328212,02 Institutional aid_E00 Degree completion,02 Institutional aid,Both Need and Merit-Based_E00 Degree completion,Both Need and Merit-Based,E00 Degree completion,RCT ITT,0.0684804371513137,0.0546246672132674,640,705
10012,328261,01 Promise program_B00 Enrollment,01 Promise program,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RDD ITT,0.255992990142388,0.041616,342,179
10012,328262,01 Promise program_B00 Enrollment,01 Promise program,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RDD ITT,-0.0599132530120482,0.16,342,179
98,328276,01 Promise program_E00 Degree completion,01 Promise program,Both Need and Merit-Based_E00 Degree completion,Both Need and Merit-Based,E00 Degree completion,RCT ITT,0.00242388129770822,1.6e-5,2580,2457
98,328277,01 Promise program_E00 Degree completion,01 Promise program,Both Need and Merit-Based_E00 Degree completion,Both Need and Merit-Based,E00 Degree completion,RCT ITT,0.00363582205413118,4e-6,2581,2457
98,328278,01 Promise program_E00 Degree completion,01 Promise program,Both Need and Merit-Based_E00 Degree completion,Both Need and Merit-Based,E00 Degree completion,RCT ITT,-0.00121194068471037,9e-6,2581,2457
86,328280,02 Institutional aid_B00 Enrollment,02 Institutional aid,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RCT ITT,0.29940692387517,0.120793340686049,141,139
23,328284,09 State aid_F00 Labor market,09 State aid,Both Need and Merit-Based_F00 Labor market,Both Need and Merit-Based,F00 Labor market,RDD ITT,0.717549344716443,0.478864,10189,10189
